"species","ch"
"FOR","0000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000U00000000000000000000000000000000000000U00000000000000000000000000000000000"
"CRA","00000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000I000"
"CRA","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"MAG","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000U0000U00000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000R0000R0000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"MELA","0000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000"
"MELA","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000U000000U000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000U000U00000U00000000000000000000000000000000000000U0000000000000000000"
"FOR","00000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I000000000R0000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000U00UU0000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000R0000000000000000000000000000000000000000000000000R000000000000000000"
"PAR","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000U000000000000U000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000I000000000000"
"FUL","000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000R00000000000000000000000000000000000000000000000R0000000000000000000"
"CRA","000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000000000I0000000000000000000000000000U0000000000000000000000000000000000000"
"PSI","0000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000I000000000000000000000000000U0000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000U0000000000U000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"MELA","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"MAG","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000UU00000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U00U0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000U00U00000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"PSI","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"MAG","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000I000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000"
