"species","ch"
"FUL","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000A0000000000000000000B000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000A00000000000000000000000000000000000A00000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000A0000000000000000000000000000000"
"PAR","000A0000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000A00000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000A0000000000000000000000000000000"
"FUL","0000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000A00000000000000000000000000000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000"
"FUL","0000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000A000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A000000000000000A0000000000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000A000000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000A00000000000000000000000000000000000A00000000000000000000000000000000000000000000000A000000000000000000000000000000"
"PET","000000A000000000000000000000000000000000000000000000000000A0000000000000000000000000000000A000000000000000000000000000000"
"PAR","000000A00000000000000000000000000000000000A000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"MYI","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","0000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000A00000000000000000000000000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000"
"PET","00000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000A00000000000000000000000000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000"
"MYI","00000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000A0000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000A000000000000000000000000000000000000000000000000000A0000000000000000A000000000000000000000000000000000000000000"
"PAL","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000A00000000000000000000000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000"
"FUL","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"OLI","0000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000A000000000000"
"FUL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A000000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000"
"PET","00000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000A0000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000A000000000000000000000000000000000000000000000000000A000000000000000A0000000000000000000A000000000000000000000"
"FUL","00000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000A000000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A0000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A0000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A0000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000A0000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","00000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000A000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000A000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000A000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000A000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000A00"
"OLI","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000A00000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000"
"OLI","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"OLI","0000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"OLI","0000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000A0000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000A0000000000000A00000000000000000000000000000000000000000000000000000000000000000A0000000000000000000000"
"PET","000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000A0000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000000000000000000A00000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000A000000000000000000000000000000000A000000000000000000000000000000000000000A000000000000000000000000000"
"FUL","0000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000A0000000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000000000000000000A00000000000000000A0000000000000000000000000000000000000000000000000000000000000000000A000000000000000"
"MYI","0000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A00000000000000000A00000000000000000B0000000000000000A00000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000A00000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000"
"FUL","00000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000A00000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A00000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"PSI","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000A00000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A000000000000000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000"
"PET","0000000000000000000000A0000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000A00000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000A00000000000000000A000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000A00000000000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000A000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","000000000000000000000000A000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000000A000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000A000000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000B00000000000000000000000000"
"PET","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
