"species","ch"
"PAL","00U00000000000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","00U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","00U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","00U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000U00000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000U00000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000I000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000U0000000000000000000I000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000U00000000000000000000000000000000000U00000000000000U000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000U0000000000000000000000000000000"
"PAR","000U0000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000U00000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000U0000000000000000000000000000000"
"FUL","0000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000R00000000000000000000000000000000000000000000000000000000000000000000I00000000000000000000000000000000000000000000000"
"FUL","0000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000U000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000R000000000000000R0000000000000000000000000000000000000000000000000000R0000000000000000000000000000000000000000000000"
"FUL","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000U000000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000U00000000000000000000000000000000000U00000000000000000000000000000000000000000000000U000000000000000000000000000000"
"PET","000000U000000000000000000000000000000000000000000000000000U0000000000000000000000000000000U000000000000000000000000000000"
"PAR","000000U00000000000000000000000000000000000U000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"MYI","000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","0000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000U00000000000000000000000000000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000"
"PET","00000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000U00000000000000000000000000000000000000000000000000000000000000000000U0000000000000000000000000000000000000000000"
"MYI","00000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000U0000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000U000000000000000000000000000000000000000000000000000U0000000000000000U000000000000000000000000000000000000000000"
"PAL","000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000I000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000U00000000000000000000000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000"
"FUL","000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"OLI","0000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000000"
"FUL","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","0000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000R000000000000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000"
"PET","00000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000U0000000000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000U000000000000000000000000000000000000000000000000000U000000000000000U0000000000000000000U000000000000000000000"
"FUL","00000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000U000000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000R0000000000000000000000000000000000I00000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000R0000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000R0000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000U000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000U0000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","00000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000R000000000000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000U000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000U000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000U000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000U00"
"OLI","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000U00000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000000"
"OLI","000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"OLI","0000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"OLI","0000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000R0000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000"
"PAL","00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000U0000000000000U00000000000000000000000000000000000000000000000000000000000000000U0000000000000000000000"
"PET","000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000U0000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000000000000000000U00000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000U000000000000000000000000000000000U000000000000000000000000000000000000000U000000000000000000000000000"
"FUL","0000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000U0000000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","0000000000000000000U00000000000000000U0000000000000000000000000000000000000000000000000000000000000000000U000000000000000"
"MYI","0000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000R00000000000000000R00000000000000000I0000000000000000R00000000000000000000000000000000000000000000000"
"FUL","00000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R00000000000"
"FUL","00000000000000000000R0000000000000000000000000000000000000000000000000000R00000000000000000000000000000000000000000000000"
"FUL","00000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000U00000000000000"
"FUL","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000I000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"PSI","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000U00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000R000000000000000000000000000000000000000000000000000000000R0000000000000000000000000000000000000000"
"PET","0000000000000000000000U0000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000R000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000R00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000U00000000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000U00000000000000000U000000000000000U00000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000U00000000000000000000000000000000000000000000000000U000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000R000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PSI","000000000000000000000000R000000000000000000000000000000000R00000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000000U00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000000U000000000000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000U000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"PET","00000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"MYI","00000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000I00000000000000000000000000"
"PET","00000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000I0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000U0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000U000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
