"species","ch"
"FOR","00000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"MELA","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000A000000A000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000"
"PET","0000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000A000A00000A00000000000000000000000000000000000000A0000000000000000000"
"FOR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B000000000A0000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000A00AA0000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000A0000000000000000000000000000000000000000000000000A000000000000000000"
"PAR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000A000000000000A000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000B000000000000"
"FUL","000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000A00000000000000000000000000000000000000000000000A0000000000000000000"
"CRA","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"CRA","0000000000000000000000000000000000000B0000000000000000000000000000A0000000000000000000000000000000000000"
"PSI","0000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000B000000000000000000000000000A0000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000A0000000000A000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"MELA","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"CRA","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"MYI","000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"MAG","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000AA00000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"GAMO","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"GAMO","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"CRA","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A00A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000A00A00000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"PSI","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"SCA","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"PAR","0000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"MAG","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000"
"FUL","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FOR","0000000000000000000000000000000000000000000A000000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"SCA","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FOR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"PAR","00000000000000000000000000000000000000000000A00000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000A00000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000000A000A000A000A00000000A0000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A00A000000A0000000000000000A0000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000BB000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000B00000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"SCA","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000AA000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000B00000000000000000000000000000000000000000000000000A0000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000B00000000000000000000000000A0000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"PAR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"GAMO","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"FOR","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"PET","000000000000000000000000000000000000000000000B0000000000000000000000000000000000000000000000000000000000"
"FUL","000000000000000000000000000000000000000000000A0000000000000000000000000000000000000000000000000000000000"
"MYI","0000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000"
